Tweet,Target 1,Stance 1,set
Yes it is extra traumatizing but even full grown women who are raped can be unprepared to be a mother .,abortion,FAVOR,train
And what did Republicans do to overturn Roe or in any meaningful way limit abortion ?,abortion,NONE,train
In 2007 over 2000 women testified in affidavits read by the us supreme court .,abortion,NONE,train
"19 Build­ing on Casey ’s equality-informed understanding of the Due Process Clause , four justices in Carhart emphasized that freedom from state-imposed roles is fundamental to equal citizenship .",abortion,NONE,train
Abortion is wrong because it is taking a human life .,abortion,AGAINST,train
All people are equal .,abortion,NONE,train
Women develop an emotional bond with a child when they carry it through the full term and go through the experience of delivery .,abortion,AGAINST,train
Imagine a replicator machine that can create any kind of object .,abortion,NONE,train
The opinions expressed in this commentary are solely those of the author .,abortion,NONE,train
"This certainly sounds innocent enough , but it implies a general principle .",abortion,NONE,train
This is a personal topic because it touches on a person 's value system .,abortion,NONE,train
"Women were urged to not attend work if they had paying jobs , nor do any housework or child care .",abortion,NONE,train
"Chief Justice John G. Roberts , Jr. , and Justices Samuel A. Alito , Jr. , and Clarence Thomas ( along with Scalia ) dissented from the temporary order against enforcing much of the Texas law .",abortion,NONE,train
Follow us on Twitter @CNNOpinion .,abortion,NONE,train
"Sex equality arguments ask whether , in protecting unborn life , the state has taken steps to ameliorate the effects of compelled motherhood on women , or whether the state has proceeded with indifference to the impact of its actions on women .",abortion,NONE,train
We ought to be wondering why it is n’t .,abortion,NONE,train
If you are afraid of a disease or a type of syndrome then do n't have children .,abortion,AGAINST,train
Donovan Harrell contributed to this report .,abortion,NONE,train
"If you are willing to look beyond Our Sunday Visitor , you will find that there are disagreements about what constitutes a direct abortion .",abortion,NONE,train
( The poll ’s middle option — “ abortion should be available but under stricter limits than it is now ” — is too ambiguous to assign to either side . ),abortion,NONE,train
"You 're not sure there is a person there , but you 're not sure there is n't either , and it just so happens that there is a person there , and you kill him .",abortion,AGAINST,train
Example : How does your daughter feel knowing that you killed her sibling ?,abortion,AGAINST,train
Friends and family may disapprove of this action and can cause family problems or guilt may overcome the woman causing withdrawal from social activities .,abortion,AGAINST,train
"This is , again , false .",abortion,NONE,train
"This is not great news for the women of Texas , but at least it would n’t drive a stake through the heart of Roe .",abortion,NONE,train
And I ’ve had some great meetings with them and briefings from them over the last number of years about how important it is to make sure we stare down the Castro regime and we do nothing that helps embolden the Castro regime .,abortion,NONE,train
The target of the procedure performed ( a D&C ) was to remove the placenta .,abortion,NONE,train
No bodily rights argument that I have ever seen ( or even heard of any pro-choice advocate making ) leaves room for exceptions .,abortion,AGAINST,train
"On Facebook , Kenyan women also sent a message of solidarity .",abortion,NONE,train
Many corporations have faced criticism because women face much discrimination simply due to the fact that they bear children .,abortion,FAVOR,train
"Regarding parental notification , I would oppose any legislation that does not include a bypass provision for minors who have been victims of , or have reason to fear , physical or sexual abuse . """,abortion,AGAINST,train
"Prior to the recognition of this procedure and the modernization of medicine , back-alley abortions used to be via coat hangers , illegal or unregulated pharmaceutical products , knitting needles or a punch to the stomach .",abortion,FAVOR,train
"If we criminalize abortion , many woman will simply look for other ways to get rid of the child .",abortion,FAVOR,train
"The Congressional Research Service summary of HR 822 , available at thomas.loc.gov , states the following : "" Amends the federal criminal code to authorize a person who is carrying a valid , government-issued identification document containing that person 's photograph and a valid permit to carry a concealed firearm in one state , and who is not prohibited from possessing , transporting , shipping , or receiving a firearm under federal law , to possess or carry a concealed handgun ( other than a machine gun or destructive device ) in another state in accordance with the restrictions of that state .",abortion,NONE,train
