Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
Don’t be an ignoramous; wear a damn mask.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Covid-19 cases rise so highly meanwhile the people awareness of Covid-19 has been rapidly going down at the low level. Whenever I went outside, I saw most people didn't wear mask. That also indicate how people stupidity is rapidly going up at the high level",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"I know everyone’s freaked about American tourists coming to Ireland but I was shopping in dunnes earlier &amp; half the shop weren’t wearing masks :woman_facepalming_light_skin_tone: can we at least try to get it right ourselves, please ",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@jeffmason1 @realDonaldTrump at least 22 people in this photo and maybe 3 are wearing masks... They run our government :face_with_rolling_eyes:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"I wonder if the people concerned about Co2 accumulating in their #masks and effecting how they breath, are the same people that don’t believe in the science behind the #ClimateChange?   ",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@MBellmoore @edmontonleon @kindermeg You're a moron Mitchell. But I scrolled your TL, so it's not exactly a surprise to me. Don't like the mandatory masks, feel free to stay home, away from the people are capable of critical thinking",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
You know the whole point of a mask mandate is to WEAR the mask? NOT put it on your ear and let it hang or leave it by your water bottle or not wear it at all.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@FakeNewsDotCom2 @HaroldJ62777849 @bucforever @RepsForBiden @realDonaldTrump Social Distance. Stay home. Don’t open the economy too soon. Wear a mask: The plans that we do have are based on science and they work, no thanks to ignoramus-in-chief. #SocialDistancing #WearAMask #WearADamnMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
At this point I will happily take a couple of months of martial law just so that at the end of it I can get back to my fucking life! WEAR YOUR MASK PEOPLE AND PUT IT OVER YOUR GOD DAMN NOSE! I hate this fucking city #Nashville #COVIDIOT #coronavirus,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@casitruth @madeamerican3 @realDonaldTrump @RealJamesWoods Love how she’s not staying 6 feet away because her miracle mask will keep her safe! Dumb people need to stay home!,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"If you can find a better place to buy gas than @Wawa - do so. I went to buy pretzels at Lionville 113 store and a white male was brazenly in the store without a mask. You need to refuse service to people not wearing masks.
#WearAMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"Not wearing a mask is ""small dick energy.""",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Patriotize Yep masks only worn in the O.R. and infection contagion risk areas of high risk patients. And they were not these cheap ass blue and white paper masks they were N95 respirator masks. :pray::flag_for_United_States::heart::frog:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"@ESPNMichele @Rachel__Nichols Prayers for Mr. Rodriguez :folded_hands_light_skin_tone:.  Wear your mask please. Don’t care about your political party, please for the sake of commen sense, for sports, for kids, for your kids or your parents.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Well, it finally happened. Someone close to me has been diagnosed with #COVID19 
It is absolutely terrifying to watch. Please",face masks,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
@MiaFarrow Look at all the gear our medical professional are wearing but folks want to whine and complain about wearing a mask??,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
#sundayvibes don’t consider yourself a pro life Republican if you won’t wear a mask :mask:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@calhouns So you won’t have employees wear mandated face masks?  So long.  Will NEVER frequent your restuarants!!  Maybe you could not enforce the smoking law too.  #calhouns #knoxville,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@garethicke @Norrienon anyone who doesn't comply with face coverings ect deserve to catch covid and end on a ventilator and die #WearAMask,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Wearing masks during the pandemic is obviously a necessity, and those that aren't are just selfish or moronic. I wear a neck gaiter mask and it doesn't bother me at all, in fact it makes me feel better (probably due to my anxiety) - Am I alone in feeling that way?",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
DO NOT REOPEN SCHOOLS!! #DoNotReopenSchools #ProtectStudents #KeepUsSafe #COVID19 #MaskUp,face masks,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"The difference between anti seatbelt &amp; anti mask people is that the latter is leaving a digital footprint of their ignorance for their grandkids. 
",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@RightWingWatch What if, stay with me on this, the mask wasn't an affront to his freedom, but a statement about his compassion for others.  Also, he's f***ing idiot and we'd appreciate it if people like him didn't wrap their ignorance in our flag.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@Glowysoe @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @NicoleNunn20 @ccsllew @AmateurMmo @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @cookiem89151957 @TroianoNic @MelindaRenee72 @JTSand138138 @TrumpBear4 @comeundone0 @AndyPadrutt @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @AngBonCan @Wikweko @Brentp56 @WilliamFPeters2 @BackNBlack1975 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @YetiEye @100Mohawk @CheyenneNDN @BrahmaGreg @Rob83753057 @RandomFSM The Whitehouse Cowboy is a slow learner, but even he realises that masks slow the spread of Covid. I’d rather listen to medical specialists- WHO, CDC than the quack Immanuel spouting about dream sex with demons causing Covid. Viruses don’t have a political agenda?",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@KrisTStacey1 Just try test driving what you think your Constitutional rights are... you’ll get kicked out of Bass Pro Shop...and anywhere else you try to shop without a mask.  You do not have the right to put other people’s health in danger.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Still beyond me why teens will not be wearing masks in schools :thinking_face:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@DianeEv62398271 Yes. Wear the damn mask.

It's. Not. Hard.

But if it feels hard for you. Remember.

We can do hard things.

@GlennonDoyle #MaskUp",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Was out at Target Express in Cupertino earlier this afternoon, noticed a shopper sans mask #WTF",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
